customer_id,total_wagered,avg_bet_per_session,loss_rate,total_sessions,days_since_last_visit,avg_session_value,loss_chasing_indicator,sessions_last_30d,bet_trend_ratio,normalized_avg_bet,normalized_sessions,normalized_loss_rate,period_id,total_bet,total_win
261515,628.83,628.83,2.05,2,0,1257.65,0,2,1.0,-0.18056358075883946,-0.4348174533687821,-0.11877878008054248,2023-H2,2515.3,2463.67
260101,71.46,71.46,24.06,10,0,428.75100000000003,1,10,1.0,-0.25095431696223547,0.02716712055989231,0.19459818002650442,2023-H2,4287.51,3255.89
262579,3427.7,3427.7,17.69,3,0,14853.366666666667,0,3,1.0,0.1729081163859638,-0.37706938162769776,0.10390253096326553,2023-H2,44560.1,36679.49
263907,540.63,540.63,35.72,9,0,2222.608888888889,1,9,1.0,-0.19170243454203467,-0.03058095118119199,0.360612507825149,2023-H2,20003.48,12858.65
263900,360.24,360.24,14.36,8,0,1936.28875,0,8,1.0,-0.21448404263671256,-0.08832902292227629,0.056490205785779526,2023-H2,15490.31,13266.67
264424,552.18,552.18,-10.47,3,0,1656.55,0,3,1.0,-0.19024377511804486,-0.37706938162769776,-0.29703773239949877,2023-H2,4969.65,5490.2
264767,342.79,342.79,17.12,4,0,1285.45,0,4,1.0,-0.21668781813009985,-0.3193213098866135,0.09578690773468684,2023-H2,5141.8,4261.74
220550,23240.19,23240.19,5.86,10,0,165005.37,0,10,1.0,2.6750445017716524,0.02716712055989231,-0.06453224586846393,2023-H2,1650053.7,1553428.13
200270,2742.6,2742.6,12.16,12,0,28797.295,0,12,1.0,0.08638624873440987,0.14266326404206092,0.02516674771056358,2023-H2,345567.54,303553.77
231056,992.46,992.46,14.15,4,0,4217.935,0,4,1.0,-0.134640435620707,-0.3193213098866135,0.05350023933314529,2023-H2,16871.74,14483.6
201696,649.61,649.61,14.58,6,0,2165.375,0,6,1.0,-0.1779392567042499,-0.2038251664044449,0.05962255159330113,2023-H2,12992.25,11097.94
201638,137.17,137.17,6.15,3,0,548.6666666666666,0,3,1.0,-0.2426557446028958,-0.37706938162769776,-0.06040324457673092,2023-H2,1646.0,1544.75
202327,895.3,895.3,13.85,7,0,5755.471428571429,0,7,1.0,-0.14691085550251254,-0.14607709466336058,0.04922885868652492,2023-H2,40288.3,34707.65
202777,498.4,498.4,16.05,1,0,2492.0,0,1,1.0,-0.1970356975268911,-0.4925655251098664,0.08055231676174089,2023-H2,2492.0,2092.0
202763,4767.84,4767.84,25.05,1,0,23839.2,1,1,1.0,0.34215554846092144,-0.4925655251098664,0.20869373616035164,2023-H2,23839.2,17868.6
262856,645.04,645.04,8.43,25,0,3328.3871999999997,0,25,1.0,-0.17851640593088489,0.8933881966761568,-0.02794075166241621,2023-H2,83209.68,76196.7
262958,1065.36,1065.36,11.66,5,0,10014.376,0,5,1.0,-0.12543383198357624,-0.2615732381455292,0.018047779966196317,2023-H2,50071.88,44235.04
203578,1240.21,1240.21,8.55,10,0,13642.329999999998,0,10,1.0,-0.10335187524897661,0.02716712055989231,-0.02623219940376805,2023-H2,136423.3,124756.57
263200,2238.71,2238.71,-0.16,30,0,10447.331666666667,0,30,1.0,0.02274954768209416,1.1821285553815783,-0.15024461751064577,2023-H2,313419.95,313918.87
203269,5337.6987500000005,5337.6987500000005,0.003695272236935445,2,0,106753.975,0,2,1.0,0.4141234996324,-0.4348174533687821,-0.14791393478472545,2023-H2,213507.95,212718.98
263302,621.26,621.26,5.06,12,0,3416.9483333333333,0,12,1.0,-0.1815196025631341,0.14266326404206092,-0.07592259425945157,2023-H2,41003.38,38930.58
205508,2148.24,2148.24,5.89,7,0,11968.778571428571,0,7,1.0,0.01132401364846972,-0.14607709466336058,-0.06410510780380191,2023-H2,83781.45,78848.53
263653,1369.44,1369.44,13.64,6,0,16205.091666666667,0,6,1.0,-0.08703130751198886,-0.2038251664044449,0.04623889223389068,2023-H2,97230.55,83968.58
263701,5775.78,5775.78,11.52,27,0,15829.903703703705,0,27,1.0,0.46944915710302804,1.0088843401583254,0.016054468997773474,2023-H2,427407.4,378165.44
263784,972.72,972.72,12.33,21,0,5512.09,0,21,1.0,-0.13713341718170782,0.6623959097118196,0.027587196743648446,2023-H2,115753.89,101476.45
263765,857.97,857.97,8.31,16,0,9813.05,0,16,1.0,-0.15162529327719143,0.37365555100639813,-0.02964930392106434,2023-H2,157008.8,143954.43
263760,685.27,685.27,3.22,56,0,5066.0798214285705,0,56,1.0,-0.17343572466446827,2.68357842064977,-0.10212039555872307,2023-H2,283700.47,274557.84
264986,5800.08,5800.08,18.48,1,0,34800.5,0,1,1.0,0.4725180249820716,-0.4925655251098664,0.11515049999936579,2023-H2,34800.5,28368.0
263897,382.36,382.36,17.26,10,0,2064.73,0,10,1.0,-0.21169048883076835,0.02716712055989231,0.09778021870310968,2023-H2,20647.3,17083.51
263910,1522.63,1522.63,-1.14,9,0,10489.233333333334,0,9,1.0,-0.06768481078809227,-0.03058095118119199,-0.16419779428960563,2023-H2,94403.1,95477.28
265240,183.66,183.66,2.67,50,0,1513.385,0,50,1.0,-0.2367844825577626,2.3370899902032645,-0.10995126007752708,2023-H2,75669.25,73649.11
