customer_id,total_wagered,avg_bet_per_session,loss_rate,total_sessions,days_since_last_visit,avg_session_value,loss_chasing_indicator,sessions_last_30d,bet_trend_ratio,normalized_avg_bet,normalized_sessions,normalized_loss_rate,period_id,total_bet,total_win
281151,1674.14,1674.14,14.5,3,0,7812.633333333334,0,3,1.0,-0.027203485080025992,1.0505819778231495,-0.0017532683154365362,2024-H1,23437.9,20038.75
281523,1939.13,1939.13,17.68,2,0,31995.64,0,2,1.0,-0.0027078835053904542,0.3117518631017024,0.033804487522096215,2024-H1,63991.28,52675.99
281650,672.35,672.35,-22.46,2,0,6387.34,0,2,1.0,-0.11980867282844722,0.3117518631017024,-0.41502831729506257,2024-H1,12774.68,15644.4
282339,761.44,761.44,13.36,6,0,4187.9366666666665,0,6,1.0,-0.11157321811587587,3.267072321987491,-0.014500388332665266,2024-H1,25127.62,21770.84
282451,2347.0,2347.0,-10.15,1,0,9388.0,0,1,1.0,0.03499550535549711,-0.42707825161974483,-0.2773817844774436,2024-H1,9388.0,10341.2
282573,1066.87,1066.87,19.68,1,0,3200.6,0,1,1.0,-0.08333935423821659,-0.42707825161974483,0.05616785597337468,2024-H1,3200.6,2570.6
282709,2246.0,2246.0,8.35,3,0,14973.333333333334,0,3,1.0,0.025659093570002598,1.0505819778231495,-0.07052062630311781,2024-H1,44920.0,41168.25
282936,2560.17,2560.17,4.81,1,0,15361.0,0,1,1.0,0.054700880606129425,-0.42707825161974483,-0.11010378846188068,2024-H1,15361.0,14622.0
283057,2427.67,2427.67,-7.21,1,0,14566.0,0,1,1.0,0.04245261762020842,-0.42707825161974483,-0.24450763285406424,2024-H1,14566.0,15616.0
283174,502.11,502.11,9.3,2,0,4267.91,0,2,1.0,-0.1355456108716411,0.3117518631017024,-0.05989802628876053,2024-H1,8535.82,7742.32
283267,5490.84,5490.84,15.21,1,0,98835.2,0,1,1.0,0.32561119671895306,-0.42707825161974483,0.006185727484767328,2024-H1,98835.2,83807.3
283485,2708.66,2708.66,13.88,1,0,18960.6,0,1,1.0,0.0684272547252193,-0.42707825161974483,-0.008685912535332851,2024-H1,18960.6,16328.0
283492,50.72,50.72,52.58,1,0,152.16,1,1,1.0,-0.1772719763751497,-0.42707825161974483,0.42404526699690537,2024-H1,152.16,72.16
283558,3248.56,3248.56,21.22,2,0,14618.53,1,2,1.0,0.11833545990332311,0.3117518631017024,0.07338764968085909,2024-H1,29237.06,23033.02
283596,662.64,662.64,14.0,2,0,2981.9,0,2,1.0,-0.12070626251594377,0.3117518631017024,-0.007344110428256152,2024-H1,5963.8,5129.05
283691,914.15,914.15,17.35,2,0,6399.05,0,2,1.0,-0.09745674837564947,0.3117518631017024,0.03011453172763529,2024-H1,12798.1,10578.1
283698,9910.04,9910.04,10.61,1,0,49550.2,0,1,1.0,0.7341208102086296,-0.42707825161974483,-0.045250019953173154,2024-H1,49550.2,44292.0
283824,9072.13,9072.13,-11.7,3,0,66528.93333333333,0,3,1.0,0.656664643880078,1.0505819778231495,-0.29471339502718435,2024-H1,199586.8,222931.7
283831,406.4,406.4,-4.55,1,0,2032.0,0,1,1.0,-0.14439301653490527,-0.42707825161974483,-0.21476435281386388,2024-H1,2032.0,2124.54
283905,1249.15,1249.15,6.61,2,0,3747.45,0,2,1.0,-0.0664894419584152,0.3117518631017024,-0.08997675685573006,2024-H1,7494.9,6999.76
283933,494.69,494.69,32.88,1,0,1978.75,1,1,1.0,-0.1362315135988527,-0.42707825161974483,0.20376608775181254,2024-H1,1978.75,1328.1
283950,1759.97,1759.97,-7.24,2,0,15839.74,0,2,1.0,-0.019269383856768636,0.3117518631017024,-0.24484308338083344,2024-H1,31679.48,33972.38
283981,9429.13,9429.13,4.73,2,0,37716.52,0,2,1.0,0.6896656241515783,0.3117518631017024,-0.11099832319993183,2024-H1,75433.04,71864.94
284021,384.67,384.67,33.8,1,0,2308.0,1,1,1.0,-0.1464017316645963,-0.42707825161974483,0.2140532372394006,2024-H1,2308.0,1528.0
284014,1036.88,1036.88,-23.21,1,0,5184.4,0,1,1.0,-0.0861116214604639,-0.42707825161974483,-0.423414580464292,2024-H1,5184.4,6387.6
217030,527.21,527.21,14.36,2,0,3163.275,0,2,1.0,-0.13322537388336475,0.3117518631017024,-0.003318704107026035,2024-H1,6326.55,5417.94
280655,281.38,281.38,13.99,2,0,4783.385,0,2,1.0,-0.15594983041037577,0.3117518631017024,-0.007455927270512542,2024-H1,9566.77,8228.69
281070,3465.44,3465.44,15.09,5,0,42278.344,0,5,1.0,0.13838378651756122,2.528242207266044,0.004843925377690609,2024-H1,211391.72,179498.6
283110,2525.47,2525.47,28.39,3,0,10101.866666666667,1,3,1.0,0.05149322229962782,1.0505819778231495,0.1535603255786924,2024-H1,30305.6,21701.0
280525,759.31,759.31,-4.39,2,0,8352.4,0,2,1.0,-0.11177011472085709,0.3117518631017024,-0.2129752833377616,2024-H1,16704.8,17438.25
282817,11152.82,11152.82,-7.88,4,0,103163.575,0,4,1.0,0.8490030462361231,1.7894120925445969,-0.25199936128524253,2024-H1,412654.3,445157.8
